"Domain","Title","Category"
"riddimify.com","Riddimify 8211 Your Online Riddim Directory  World of Reggae and Dancehall Riddims in one Place 8211 RIDDIMIFY","Arts & Entertainment"
"technical-analysis-course.in","Technical Analysis Course   Day Trading   Derivatives Futures and Options Strategies   Share Trading Training   Fundamental Analysis   Capital Forex amp Commodities Market Course  Stock Market Training in Delhi Mumbai Bangalore Kolkata Hyderabad Chandigarh Surat Ahmedabad Noida Pune Chennai Cochi Lakhnau Nagpur Indore Guwahati Bhubaneswar USA UK London Dubai","Internet & Telecom"
"saltairama.blogspot.com","SALTA IRAMA BLOG","Internet & Telecom"
"abodetoday.com","AbodeToday","Arts & Entertainment"
"3dwallpaperviews.blogspot.in","Wallpaper Desk Wallpaper Desk","Online Communities"
"help-me-find-deals.blogspot.com"," Latest Added Free Samples","News"
"north-miami-beach.fl.house.info","North Miami Beach Homes Apartments North Miami Beach FL Real Estate   Houseinfo","Real Estate"
"cutesoldiers.com.clearwebstats.com","cutesoldierscom  ","Arts & Entertainment"
"parkersburg.wv.used-cars.info","Buy Parkersburg Cars for Sale by Owner Parkersburg Trucks Sell  Used Car in Parkersburg WV Auto Dealers Parkersburg Car Dealers Auto Services Buy Sell Car Truck Van Suv Sedan Motorcycle Bike Boat Motor Vehicles in Parkersburg","Shopping"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"redtek.net","Welcome to the UK","Arts & Entertainment"
"bungkilan.com","bungkilancom  Jokes by sabahan","Arts & Entertainment"
"tuxboard.com.clearwebstats.com","tuxboardcom  Tux Vidampeacuteo Buzz Sport Humour Insolite","News"
"weblo.com","Weblo Virtual Domains Property Celebrity and Auction","Arts & Entertainment"
"computerscientixt.blogspot.in","Computer Scientists  Windows Tricks Android Experts and IT Masters","Computers & Electronics"
"hingyake.in","32633202327732623270","Arts & Entertainment"
"peachphone.com","SoftphoneCingular US Cellular CodeTelWest Central ATa","News"
"poempoetry.blogspot.in","Poems amp Poetry","News"
"turnhout.buyselladpost.com","Turnhout  Free Classified ads","Shopping"
"thesimstube.com","The Sims Tube  social networking","Internet & Telecom"
"full24movie.blogspot.com.es","Watch Full Movie Online","Arts & Entertainment"
"indianhelpline.in","Help Desk Indian Yellow Pages Helpline Orange Pages Business Directory HelpDesk Dial Contact IndianHelpLine Information Search ","Business & Industry"
"hairideaz.com","hairideaz  Hair and beauty ideas","Beauty & Personal Care"
"greatpyr.com","Sucuri WebSite Firewall  CloudProxy  Access Denied","Internet & Telecom"
"allplantshere.blogspot.com","25092495 ","Arts & Entertainment"
"salesmanjogja1.blogspot.com","Salesman Jogjakarta","Arts & Entertainment"
"youth-and-beauty.net.clearwebstats.com","youthandbeautynet  altbinariespicturesyouthandbeauty free usenet groups Teens 12 13 14 15 16 17 years No Nude Free Teen Models","Internet & Telecom"
"techehub.blogspot.com","Tech eHub","News"
"pictures-of-photography.blogspot.com","Photography Pictures Gallery","Arts & Entertainment"
"google.com","Google","Internet & Telecom"
"surfside.services.blogster.com","403 Forbidden","Arts & Entertainment"
"nylotteryx.com","New York Lottery Results Intelligent Picks Lotto Wheels Analysis and more  nylotteryxcom","Arts & Entertainment"
"taxes.lifetips.com","Tax Help  Tax Preparation  Tax Refunds  Tax Forms  Taxes","Finance"
"zbigzfreepremiumaccountandcookie.blogspot.in","ZbigZ Premium Account and Coockie 100 Working Updated","Arts & Entertainment"
"cheapdesignercologne.1-4-you.net","Cheap Designer Cologne  14younet","Internet & Telecom"
"transferleague.co.uk","Home  Transfer League","Sports"
"freiercafe.org.clearwebstats.com","freiercafeorg  freiercafe startseite  freiercafe","Arts & Entertainment"
"cat1movie.blogspot.in","Blog not found","Food & Drink"
"getgprs.blogspot.com","Free Mobile Tips N Tricks Site","Internet & Telecom"
"tutorial-ebooks.blogspot.it","Free Tutorials and Ebooks","Computers & Electronics"
"terengganu.buyselladpost.com","Terengganu  Free Classified ads","Shopping"
"allschat.blogspot.ae","Chat Room","Autos & Vehicles"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"denadoster.net.clearwebstats.com","denadosternet  ","Arts & Entertainment"
"malaysia.buyselladpost.com","Malaysia  Free Classified ads","Shopping"
"locust-grove.ga.house.info","Locust Grove Real Estate Locust Grove GA Rentals  Houseinfo","Real Estate"
"femaleways.com","Home Interior Design  LivingroomBedroomBathroomKitchenFurnitureWall DecorationFlooringLightingOfficePetsHausSeating","Home & Garden"
"jutugu.com.clearwebstats.com","jutugucom  ","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"port-stanley.on.house.info","Port Stanley Real Estate Port Stanley Rentals  Houseinfo","Real Estate"
"stylex1.blogspot.ru","     Style X","Food & Drink"
"safetyproducts.lifetips.com","Home And Workplace Safety Tips  Safety Products And Equipment Information","Home & Garden"
"tkstargps.net.clearwebstats.com","tkstargpsnet  GPSGPSGPS","Arts & Entertainment"
"antiqueclockprices.com","Antique Clock Prices  Antique Clocks Information And Price Guide","Computers & Electronics"
"bostondesi.com","Boston Desi Boston Indian Community Boston Indians ","Sports"
"abodetoday.com","AbodeToday","Arts & Entertainment"
"trendygadget.com","Trendy Gadget","Computers & Electronics"
"alitades.blogspot.com.es","Free Cross Stitch Patterns by AlitaDesigns","Internet & Telecom"
"rarelist.com","","Arts & Entertainment"
"google.com.ph","Google","Internet & Telecom"
"photoediting.dphotojournal.com"," 403 Forbidden","Arts & Entertainment"
"external.informer.com","Surly keeping usergenerated outbound links under control","Computers & Electronics"
"mallukambistory.blogspot.in","33903330 34053391 34058205","Arts & Entertainment"
"onlinehomejobs.net","DailyLocalNewsnet  Daily Local News","News"
"huixquilucan.sumavisos.com.mx","Propiedades en Huixquilucan Autos en Huixquilucan Empleos en Huixquilucan Avisos gratis en Huixquilucan  Sumavisos","Shopping"
"3.buzzspree.com","buzzspreecom  News about anything Shop for everything","News"
"odyssey.honda.used-cars.info","Honda Odyssey Cars Honda Odyssey Trucks Buy Sell Honda Odyssey  Cars for Sale by Owner Honda Odyssey Dealer","Shopping"
"enperspectiva.net.clearwebstats.com","enperspectivanet  Index of ","Lifestyles"
"tequesquitengo.sumavisos.com.mx","Propiedades en Tequesquitengo Autos en Tequesquitengo Empleos en Tequesquitengo Avisos gratis en Tequesquitengo  Sumavisos","Shopping"
"fr.miosito.org","  Miositoorg","Arts & Entertainment"
"liveh-d720.blogspot.no","laclas","Arts & Entertainment"
"dabajuro.sumavisos.com.ve","Propiedades en Dabajuro Autos en Dabajuro Empleos en Dabajuro Avisos gratis en Dabajuro  Sumavisos Venezuela","Shopping"
"apkmanialovers.blogspot.in","Apkmania","Arts & Entertainment"
"bosmetic.co.il.clearwebstats.com","bosmeticcoil              ","Arts & Entertainment"
"forexswingprofit.com","Trading Online With Swing Forex Strategy Combined With Scalping Averaging Trading System With Best Forex Brokers","Internet & Telecom"
"puneclassify.com","Pune Classifieds Business Shopping Social Ads","Shopping"
"hackensack.nj.used-cars.info","Buy Hackensack Cars for Sale by Owner Hackensack Trucks Sell  Used Car in Hackensack NJ Auto Dealers Hackensack Car Dealers Auto Services Buy Sell Car Truck Van Suv Sedan Motorcycle Bike Boat Motor Vehicles in Hackensack","Shopping"
"engine.ezinemark.com","engine ","Shopping"
"africanhappiness.blogspot.com","Why are Africans Poor but the Happiest People","Arts & Entertainment"
"modernsewingpatterns.org","Home  Modern Sewing Patterns","Home & Garden"
"kathy12.quazen.com","404","Arts & Entertainment"
"android-codes-examples.blogspot.kr","Android Codes","Online Communities"
"deseurimedicale.industria-deseurilor.ro","Deseuri medicale","Arts & Entertainment"
"growthinkinc.articlealley.com","Growthink Inc Article author","Online Communities"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"80sxchange.com","80s Music Fashion Movies Videos Television and Discussions About The Eighties","Arts & Entertainment"
"nametheantichrist.com"," Name The Antichristnbsp Asks The Question  Who do you think is the Antichrist ","Internet & Telecom"
"stumbleupon.com","Explore more Web pages photos and videos  StumbleUponcom","Internet & Telecom"
"milliondollartattoo.com","Million Dollar Tattoo  Million dollar tattoo","Beauty & Personal Care"
"campuslately.com","  CampusLATELY  College News amp Entertainment Source  ","Arts & Entertainment"
"hobbiesforseniors.com","Hobbies For Seniors  Best Site For Finding Exciting And FunToDo Hobbies For Seniors","Food & Drink"
"drugsynthesis.blogspot.it","Synthesis Of Drugs","News"
"nova.chevrolet.used-cars.info","Chevrolet Nova Cars Chevrolet Nova Trucks Buy Sell Chevrolet Nova  Cars for Sale by Owner Chevrolet Nova Dealer","Shopping"
"ceiimages.com","Cutting Edge Iconic Images  The cutting edge journal","Arts & Entertainment"
"cdicdental.com.clearwebstats.com","cdicdentalcom  CDIC Dental  Cosmetic and Dental Implant Center","Arts & Entertainment"
"virtual.ezinemark.com","virtual ","Computers & Electronics"
"hitachinailers.com","Hitachi Nailers","Arts & Entertainment"
"mimaquinadepan.com","Mquina de Pan  Horno de Pan  Recetas y Manuales online","Arts & Entertainment"
"viralcommissions.net","Viral Commissions  Free Traffic Exchange  Free Advertising Free Web Traffic","Internet & Telecom"
"yasni.info","Person  Info zu Name  Personensuche Yasnide","Internet & Telecom"
"sexhowknow.blogspot.co.uk","SEX EDUCATION","Arts & Entertainment"
"kirkland.qc.house.info","Kirkland Real Estate  Kirkland Homes Rentals  Houseinfo ","Real Estate"
"hoquiam.wa.used-cars.info","Buy Hoquiam Cars for Sale by Owner Hoquiam Trucks Sell  Used Car in Hoquiam WA Auto Dealers Hoquiam Car Dealers Auto Services Buy Sell Car Truck Van Suv Sedan Motorcycle Bike Boat Motor Vehicles in Hoquiam","Shopping"
"ww.w.oldcars.com","Old Cars  Classic Car Classifieds Classic Cars For Sale","Autos & Vehicles"
"clubdom-pics.net.clearwebstats.com","clubdompicsnet  ClubDom Pics  Femdom Galleries Cock and Ball Torture Ballbusting and Dom Video","Autos & Vehicles"
"fixyourdeal.net.clearwebstats.com","fixyourdealnet  ","Arts & Entertainment"
"news-in-olympics-2012.blogspot.com","olympics news","News"
"footballavi.blog.fc2.com"," ","Arts & Entertainment"
"suche.gmx.net","GMX Suche  Startseite","Arts & Entertainment"
"smartfonefreaks.com","        Think Smart Use Smartphones  Smartfonefreakscom","Computers & Electronics"
"9jacampus.blogspot.ca","Daily African Tips","Beauty & Personal Care"
"cyy.me","Breaking News","News"
"becomeberlin.de","  free full video download","Arts & Entertainment"
"hrdsskh.com.clearwebstats.com","hrdsskhcom  ","Arts & Entertainment"
"webboar.com","","Arts & Entertainment"
"digimarker.com","DigiMarker","Arts & Entertainment"
"casinocamping.rvtravel.com","Casino RV Camping","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"aryanpour.com","English to Persian Dictionary  Aryanpour Online Farsi Translator and Persian Keyboard ","Arts & Entertainment"
"andreascouponclub.com","Andrea039s Coupon Club  Save Money Smile More","Shopping"
"phareker.blogspot.com","Phareaker Tools","Business & Industry"
"prettysportswomen.blogspot.co.at","Beatuiful Women in Sports","News"
"oriyarecipesbysmita.blogspot.in","Oriya Recipes From Smitas Kitchen","Food & Drink"
"dyiandcrafts.blogspot.gr","DIY and Crafts photos","Arts & Entertainment"
"k9puppydogs.com","Dog Training amp Dog Health Encyclopedia","Pets & Animals"
"log.viva.co.id","Blog Berita Terpopuler  VIVAcoid","Internet & Telecom"
"workathomeincomelover.blogspot.ru","Online Work At Home Based Business Ideas To Make  Money Jobs","Business & Industry"
"hidden-science.blogspot.tw","Free Downloadable BooksBSCSC programmingBCSphysicscalculusFree BooksFree ebooksCT20database designthe c programming languagedatabase software developmentprograming basicsc programming tutorialsprograming for dummiescplusplus","Computers & Electronics"
"philippinecpareview.blogspot.ca","Philippine CPA Review","Computers & Electronics"
"mushahed.net"," MUSHAHED NET FORUM ","Online Communities"
"kannadaactressclub.blogspot.in","HOT KANNADA ACTRESSS CLUB","Arts & Entertainment"
"bigxoomtv.com","BigXoomTV  One Stop Channel for World News  Hot and happening Bollywood and Hollywood News Star Interviews Songs and Movies Reviews and Previews Gossips and more","Arts & Entertainment"
"bekaloot.co.il","    ","Arts & Entertainment"
"bullshido.net","Martial Arts UFC News MMA Videos and Forum ","Sports"
"waypatas.blogspot.com","Working Class Hero  Part Two","Business & Industry"
"playtamilfms.com","Online Tamil FM Radios and Live TV","Arts & Entertainment"
"thenewstribune.com","Breaking News Sports Weather amp More  TheNewsTribunecom amp The News Tribune","News"
"n00bpwners.com","403 Forbidden","Arts & Entertainment"
"lenteraikon.blogspot.com","Just For Share","Food & Drink"
"linuxmini.blogspot.com.br","Linux Mini","Computers & Electronics"
"lintas.me","LintasMe  Kumpulan Ringkasan Berita Unik Terkini Berjiwa Muda","Arts & Entertainment"
"bd-hot-model-actresses.blogspot.de","HOT MODEL ACTRESS","Arts & Entertainment"
"elma-sandoval.quazen.com","404","Arts & Entertainment"
"buyalloywheels.net","Buy Cheap Rims and Discount Alloy Wheels All Makes","Computers & Electronics"
"pradeepbooks.blogspot.com","Pradeep Books","Arts & Entertainment"
"frontier.nissan.used-cars.info","Nissan Frontier Cars Nissan Frontier Trucks Buy Sell Nissan Frontier  Cars for Sale by Owner Nissan Frontier Dealer","Shopping"
"sandpoint-ak.restaurants800.com","Sand Point AK Restaurants and Dining Guide  Sand Point AK Restaurants Reviews  Sand Point AK Restaurants Listing  sandpointakrestaurants800com","Computers & Electronics"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"captivatingcappadocia.com","Captivating Cappadocia  Capturing the Heart of Cappadocia","Food & Drink"
"suche.gmx.net","GMX Suche  Startseite","Arts & Entertainment"
"marvin.articlealley.com","marvin Article author","Online Communities"
"pdb-azam.blogspot.com","Pusat Data BEI","Business & Industry"
"vivekjamwal.in","Home  Web Design Services","Home & Garden"
"lifestylz.tv","LifeStylz TV","Arts & Entertainment"
"vitadrinks.net.clearwebstats.com","vitadrinksnet  vitadrinksnet","Arts & Entertainment"
"millerreport.us","","Arts & Entertainment"
"cherished07.quazen.com","404","Arts & Entertainment"
"itunefactory.blogspot.co.uk","itunes Factory","Arts & Entertainment"
"triplezmom.com","TripleZmom not Supermom","Food & Drink"
"sinbadthesailorman.org","","Arts & Entertainment"
"sandhyanamangal.blogspot.in"," 3405340533903390340534058205","Arts & Entertainment"
"howtosolutions.info","How To  Find Your Solutions Below","Autos & Vehicles"
"revolvermaps.com","Welcome to RevolverMaps  RevolverMaps  Free 3D Visitor Maps","Internet & Telecom"
"howtocompostmanure.com","Composting Manure  How to compost manure  How to compost livestock manure  How to compost manure","Internet & Telecom"
"survivalathome.com","Survival at Home raquo Homesteading and preparedness for the modern family","Food & Drink"
"yourcelebrity.net.clearwebstats.com","yourcelebritynet  YourCelebritynet  Index page","Lifestyles"
"medeshivalley.com"," Medeshi   News ","News"
"search.aol.com","AOL Search","Food & Drink"
"galeri-burung.blogspot.com","Jember Online Pet Shop","Arts & Entertainment"
"translate.google.ba","httptranslategoogleba","Arts & Entertainment"
"generator.name","Funny Name Generators  Name Generator MSN Names","Internet & Telecom"
"volleyball101.com","Volleyball Volleyball Resources","News"
"puzzle.ezinemark.com","puzzle ","Arts & Entertainment"
"austin.mn.house.info","Austin Real Estate Austin MN Rentals  Houseinfo","Real Estate"
"4dmoz.com","4DMOZCOM","Arts & Entertainment"
"search.aol.com","AOL Search","Food & Drink"
"floridamarlinsnews.com","Florida Marlins News","News"
"performancetyres.com","Racing Wheels Racing Wheels Performance Tires High Performance Tires","Arts & Entertainment"
"flirting.ezinemark.com","flirting ","Arts & Entertainment"
"express-pc-audit-tool.express-metrix.qarchive.org","Express PC Audit Tool reviews and free downloads","Arts & Entertainment"
